,device_branch,device_province,device_name,device_ip,device_serial_number,start_ma_date,end_ma_date,start_license_date,end_license_date,end_sw_support_date,end_hw_support_date,start_used_date,user_created
1385,DC-Viettel,DC-Viettel,10.23.35.36,10.23.35.36,FXS2501Q07E,2021-07-25,2024-07-24,None,None,2023-08-01,2027-07-01,2021-07-25,admin
1386,DC-Viettel,DC-Viettel,10.23.35.37,10.23.35.37,2045BA0137,2021-12-09,2024-12-08,None,2024-08-12,2025-07-31,None,2021-12-09,admin
1387,DC-Viettel,DC-Viettel,10.23.35.38,10.23.35.38,2045BA0143,2021-12-09,2024-12-08,None,2024-08-12,2025-07-31,None,2021-12-09,admin
1388,DC-Viettel,DC-Viettel,10.23.35.40,10.23.35.40,FOC2517L35A,2021-08-30,2024-08-29,None,None,2027-03-01,None,2021-08-30,admin
1389,DC-Viettel,DC-Viettel,10.23.35.41,10.23.35.41,FGL2517LUNN,2021-06-30,2024-06-29,None,None,2025-08-01,2028-11-01,2021-06-30,admin
1390,DC-Viettel,DC-Viettel,10.23.35.42,10.23.35.42,FGL2517LUMP,2021-06-30,2024-06-29,None,None,2025-08-01,2028-11-01,2021-06-30,admin
1391,DC-Viettel,DC-Viettel,10.23.35.162,10.23.35.162,FGL2544M41V,None,None,None,None,2025-08-01,2028-11-01,None,admin
1392,DC-Viettel,DC-Viettel,10.23.35.161,10.23.35.161,FGL200611ZJ,None,None,None,None,2025-08-01,2028-11-01,None,admin
1393,DC-Viettel,DC-Viettel,10.23.35.43,10.23.35.43,FDO2517M14T,2021-06-30,2024-06-29,None,None,2025-08-01,2028-11-01,2021-06-30,admin
1394,DC-Viettel,DC-Viettel,10.23.35.44,10.23.35.44,FDO2517M14K,2021-06-30,2024-06-29,None,None,2025-08-01,2028-11-01,2021-06-30,admin
1395,DC-Viettel,DC-Viettel,10.23.35.45,10.23.35.45,FDO2517M14N,2021-06-30,2024-06-29,None,None,2025-08-01,2028-11-01,2021-06-30,admin
1396,DC-Viettel,DC-Viettel,10.23.35.47,10.23.35.47,2103BA2268,2021-12-09,2024-12-08,None,2024-08-12,2025-07-31,None,2021-12-09,admin
1397,DC-Viettel,DC-Viettel,10.23.35.48,10.23.35.48,2050BA3528,2021-12-09,2024-12-08,None,2024-08-12,2025-07-31,None,2021-12-09,admin
1398,DC-Viettel,DC-Viettel,10.23.35.50,10.23.35.50,FOC2517L31D,2021-08-30,2024-08-29,None,None,2027-03-01,None,2021-08-30,admin
1399,DC-Viettel,DC-Viettel,10.23.35.57,10.23.35.57,2108BA1270,2021-12-09,2024-12-08,None,None,2025-07-31,None,2021-12-09,admin
1400,DC-Viettel,DC-Viettel,10.23.35.58,10.23.35.58,2105BA2869,2021-12-09,2024-12-08,None,None,2025-07-31,None,2021-12-09,admin
1401,DC-Viettel,DC-Viettel,10.23.35.60,10.23.35.60,FOC2520L0RC,2021-07-13,2024-07-12,None,None,2027-03-01,None,2021-07-13,admin
1402,DC-Viettel,DC-Viettel,10.72.30.5,10.72.30.5,2047BA4153,None,None,None,None,None,None,None,admin
1403,DC-Viettel,DC-Viettel,10.23.35.67,10.23.35.67,2108BA1370,2021-12-09,2024-12-08,None,2024-08-12,2025-07-31,None,2021-12-09,admin
1404,DC-Viettel,DC-Viettel,10.23.35.68,10.23.35.68,2108BA1257,2021-12-09,2024-12-08,None,2024-08-12,2025-07-31,None,2021-12-09,admin
1405,DC-Viettel,DC-Viettel,10.23.35.70,10.23.35.70,FOC2517LDZA,2021-07-13,2024-07-12,None,None,2027-03-01,None,2021-07-13,admin
1406,DC-Viettel,DC-Viettel,10.23.35.71,10.23.35.71,FGL2518LSVY,2021-07-10,2024-07-09,None,None,2025-08-01,2028-11-01,2021-07-10,admin
1407,DC-Viettel,DC-Viettel,10.23.35.72,10.23.35.72,FGL2518LSX0,2021-07-10,2024-07-09,None,None,2025-08-01,2028-11-01,2021-07-10,admin
1408,DC-Viettel,DC-Viettel,10.23.35.81,10.23.35.81,WZP25110DEY,2021-06-30,2024-06-29,None,None,2025-06-01,None,2021-06-30,admin
1409,DC-Viettel,DC-Viettel,10.23.35.82,10.23.35.82,WZP251204YX,2021-06-30,2024-06-29,None,None,2025-06-01,None,2021-06-30,admin
1410,DC-Viettel,DC-Viettel,10.23.35.83,10.23.35.83,WZP251204WS,2021-06-30,2024-06-29,None,None,2025-06-01,None,2021-06-30,admin
1411,DC-Viettel,DC-Viettel,10.23.35.91,10.23.35.91,FDO25160QUG,2021-06-30,2024-06-29,None,None,2025-06-01,None,2021-06-30,admin
1412,DC-Viettel,DC-Viettel,10.23.35.92,10.23.35.92,FDO25160QS1,2021-06-30,2024-06-29,None,None,2025-06-01,None,2021-06-30,admin
1413,DC-Viettel,DC-Viettel,10.23.35.101,10.23.35.101,FDO25200ASE,2021-07-20,2024-07-19,None,None,2025-06-01,None,2021-07-20,admin
1414,DC-Viettel,DC-Viettel,10.23.35.102,10.23.35.102,FDO25200AQH,2021-07-20,2024-07-19,None,None,2025-06-01,None,2021-07-20,admin
1415,DC-Viettel,DC-Viettel,10.23.35.103,10.23.35.103,FDO25200ATV,2021-07-20,2024-07-19,None,None,2025-06-01,None,2021-07-20,admin
1416,DC-Viettel,DC-Viettel,10.23.35.104,10.23.35.104,FDO25200AVD,2021-07-20,2024-07-19,None,None,2025-06-01,None,2021-07-20,admin
1417,DC-Viettel,DC-Viettel,10.23.35.105,10.23.35.105,FDO25200AUF,2021-07-20,2024-07-19,None,None,2025-06-01,None,2021-07-20,admin
1418,DC-Viettel,DC-Viettel,10.23.35.106,10.23.35.106,FDO25200ATU,2021-07-20,2024-07-19,None,None,2025-06-01,None,2021-07-20,admin
1419,DC-Viettel,DC-Viettel,10.23.35.107,10.23.35.107,FDO26501PCX,1905-07-15,1905-07-18,None,None,2025-06-01,None,2023-03-30,admin
1420,DC-Viettel,DC-Viettel,10.23.35.108,10.23.35.108,FDO26501BQL,1905-07-15,1905-07-18,None,None,2025-06-01,None,2023-03-30,admin
1421,DC-Viettel,DC-Viettel,10.23.35.109,10.23.35.109,FDO26501BTF,1905-07-15,1905-07-18,None,None,2025-06-01,None,2023-03-30,admin
1422,DC-Viettel,DC-Viettel,10.23.35.110,10.23.35.110,FDO26501BS7,1905-07-15,1905-07-18,None,None,2025-06-01,None,2023-03-30,admin
1423,DC-Viettel,DC-Viettel,10.23.35.111,10.23.35.111,FDO26501BQT,1905-07-15,1905-07-18,None,None,2025-06-01,None,2023-03-30,admin
1424,DC-Viettel,DC-Viettel,10.23.35.112,10.23.35.112,FDO26501BT9,1905-07-15,1905-07-18,None,None,2025-06-01,None,2023-03-30,admin
1425,DC-Viettel,DC-Viettel,10.23.35.121,10.23.35.121,FDO25170Y7F,2021-07-06,2024-07-05,None,None,2025-06-01,None,2021-07-06,admin
1426,DC-Viettel,DC-Viettel,10.23.35.122,10.23.35.122,FDO2517116E,2021-07-06,2024-07-05,None,None,2025-06-01,None,2021-07-06,admin
1427,DC-Viettel,DC-Viettel,10.23.35.141,10.23.35.141,FDO25200AV7,2021-07-19,2024-07-18,None,None,2023-10-01,None,2021-07-19,admin
1428,DC-Viettel,DC-Viettel,10.23.35.142,10.23.35.142,FDO25200TFF,2021-07-19,2024-07-18,None,None,2023-10-01,None,2021-07-19,admin
1429,DC-Viettel,DC-Viettel,10.16.182.125,10.16.182.125,1002419070,2021-12-09,2024-12-08,2023-03-15,2024-04-26,None,None,2021-12-09,admin
1430,DC-Viettel,DC-Viettel,10.16.182.127,10.16.182.127,1000485262,2021-12-09,2024-12-08,2023-03-15,2024-04-26,None,None,2021-12-09,admin
1431,DC-Viettel,DC-Viettel,10.23.34.2,10.23.34.2,FDO23521JHZ,None,2021-04-13,None,None,2023-10-01,None,2018-04-13,admin
1432,DC-Viettel,DC-Viettel,10.23.34.3,10.23.34.3,FDO23521JD5,None,2021-04-13,None,None,2023-10-01,None,2018-04-13,admin
1433,DC-Viettel,DC-Viettel,10.23.35.75,10.23.35.75,FDO24030X7Y,None,2021-04-13,None,None,2023-10-01,None,2018-04-13,admin
1434,ECOM-SW,DC-Viettel,10.23.35.95,10.23.35.95,FOC2604YABZ,2023-04-15,2026-04-14,None,None,2027-03-01,None,2023-04-15,admin
1435,DC-Viettel,DC-Viettel,10.16.182.222,10.16.182.222,FAZ-VMTM22002725,2022-03-02,2024-12-16,None,None,None,None,2022-03-02,admin
1436,Mgmt,DC-Viettel,10.23.13.250,10.23.13.250,AJ0512AA0134,2023-06-01,2024-05-31,None,None,None,None,None,admin
1437,DC-Viettel,DC-Viettel,10.23.35.163,10.23.35.163,2135BA0404,None,None,None,None,2025-07-31,None,None,admin
1438,DC-Viettel,DC-Viettel,10.23.35.164,10.23.35.164,2150BA1077,None,None,None,None,2025-07-31,None,None,admin
1439,DC-Viettel,DC-Viettel,10.36.100.13,10.36.100.13,1827BA1443,2023-06-01,2024-05-31,None,None,2024-01-01,2025-12-01,None,admin
1440,DC-Viettel,DC-Viettel,10.23.35.169,10.23.35.169,FGL232530AU,None,None,None,None,None,None,None,admin
1441,DC-Viettel,DC-Viettel,10.23.35.170,10.23.35.170,FGL2617LW7H,None,None,None,None,None,None,None,admin
1442,DC-Viettel,DC-Viettel,10.23.35.171,10.23.35.171,FGL2647LCNY,None,None,None,None,None,None,2023-08-11,admin
1443,DC-Viettel,DC-Viettel,10.23.35.172,10.23.35.172,FGL2647LCP3,None,None,None,None,None,None,2023-08-11,admin
1444,NhuQuynh,HYN,10.48.75.1,10.48.75.1,FGL2644M7GS,None,None,None,None,None,None,None,admin
1445,NhuQuynh,HYN,10.48.75.2,10.48.75.2,FOC27423NHT,None,None,None,None,None,None,None,admin
1446,NhuQuynh,HYN,10.48.75.3,10.48.75.3,FOC27423NVS,None,None,None,None,None,None,None,admin
1447,YenLac,VPC,10.48.76.1,10.48.76.1,FGL2644M7AP,None,None,None,None,None,None,None,admin
1448,YenLac,VPC,10.48.76.2,10.48.76.2,FOC27423NRL,None,None,None,None,None,None,None,admin
1449,YenLac,VPC,10.48.76.3,10.48.76.3,FOC27423NTA,None,None,None,None,None,None,None,admin
1450,ThachThat,HNI,10.68.144.1,10.68.144.1,FGL2711L8RY,None,None,None,None,2019-09-29,2023-09-30,None,admin
1451,ThachThat,HNI,10.68.144.2,10.68.144.2,FCQ1525Y4DM,None,None,None,None,2015-10-31,2019-10-31,None,admin
1452,ThachThat,HNI,10.68.144.3,10.68.144.3,FOC1429U40V,None,None,None,None,2015-10-31,2019-10-31,None,admin
1453,ThachThat,HNI,10.68.144.4,10.68.144.4,FOC1431V6PJ,None,None,None,None,2015-10-31,2019-10-31,None,admin
1454,HoaiDuc,HNI,10.68.145.1,10.68.145.1,FGL2711L8RB,2023-05-23,2024-05-22,None,None,None,None,None,admin
1455,HoaiDuc,HNI,10.68.145.2,10.68.145.2,FOC270905CV,2023-05-23,2024-05-22,None,None,None,None,None,admin
1456,HoaiDuc,HNI,10.68.145.3,10.68.145.3,FOC27012NMN,2023-05-23,2024-05-22,None,None,None,None,None,admin
1457,HoaiDuc,HNI,10.68.145.4,10.68.145.4,FOC27012LSC,2023-05-23,2024-05-22,None,None,None,None,None,admin
1458,ChuongMy,HNI,10.68.146.1,10.68.146.1,FGL2711L8TK,2023-05-30,2024-05-29,None,None,None,None,2023-08-19,admin
1459,ChuongMy,HNI,10.68.146.2,10.68.146.2,FOC27012HE9,2023-05-30,2024-05-29,None,None,None,None,2023-08-19,admin
1460,ChuongMy,HNI,10.68.146.3,10.68.146.3,FOC270905FL,None,None,None,None,None,None,None,admin
1461,ChuongMy,HNI,10.68.146.4,10.68.146.4,FOC270905CP,2023-05-30,2024-05-29,None,None,None,None,2023-08-19,admin
1462,SocSon,HNI,10.68.147.1,10.68.147.1,FGL2711L8T2,2023-05-30,2024-05-29,None,None,None,None,None,admin
1463,SocSon,HNI,10.68.147.2,10.68.147.2,FOC270905D3,2023-05-30,2024-05-29,None,None,None,None,2023-08-26,admin
1464,SocSon,HNI,10.68.147.3,10.68.147.3,FOC270904YG,2023-05-30,2024-05-29,None,None,None,None,2023-08-26,admin
1465,SocSon,HNI,10.68.147.4,10.68.147.4,FOC27012J92,2023-05-30,2024-05-29,None,None,None,None,2023-08-26,admin
1466,BimSon,THA,10.48.17.1,10.48.17.1,FGL163725K5,None,None,None,None,2019-09-29,2023-09-30,2013-06-09,admin
1467,BimSon,THA,10.48.17.2,10.48.17.2,FCQ1644X28Y,None,None,None,None,2015-10-31,2019-10-31,None,admin
1468,BimSon,THA,10.48.17.3,10.48.17.3,FCW2127A2GS,None,None,None,None,2023-10-31,2027-10-31,None,admin
1469,BimSon,THA,10.48.17.4,10.48.17.4,FOC2220T6Z2,None,None,None,None,2023-10-31,2027-10-31,None,admin
1470,DongTho,THA,10.48.22.1,10.48.22.1,FGL153327GJ,None,None,None,None,2019-09-29,2023-09-30,2011-12-15,admin
1471,DongTho,THA,10.48.22.2,10.48.22.2,FOC1536Z1CB,None,None,None,None,2015-07-31,2017-07-31,None,admin
1472,DongTho,THA,10.48.22.5,10.48.22.5,FOC2220T6WR,None,None,None,None,2023-10-31,2027-10-31,None,admin
1473,DongTho,THA,10.48.22.8,10.48.22.8,FOC0951ZEK3,None,None,None,None,2011-12-30,2011-12-30,None,admin
1474,NguyenTrai,THA,10.48.18.1,10.48.18.1,FGL153324A8,None,None,None,None,2019-09-29,2023-09-30,2008-09-18,admin
1475,NguyenTrai,THA,10.48.18.2,10.48.18.2,FCW2127A2GA,None,None,None,None,2023-10-31,2027-10-31,None,admin
1476,NguyenTrai,THA,10.48.18.4,10.48.18.4,FOC2031Z1M3,None,None,None,None,2022-10-31,2026-10-31,None,admin
1477,NguyenTrai,THA,10.48.18.3,10.48.18.3,FCW2239A3AU,None,None,None,None,2023-10-31,2027-10-31,None,admin
1478,NguyenTrai,THA,10.48.18.5,10.48.18.5,FOC1451X310,None,None,None,None,2015-10-31,2019-10-31,None,admin
1479,SamSon,THA,10.48.19.1,10.48.19.1,FHK12052AC3,None,None,None,None,2014-10-31,2016-10-31,2013-11-30,admin
1480,SamSon,THA,10.48.19.2,10.48.19.2,JAE250505YM,None,None,None,None,None,None,None,admin
1481,SamSon,THA,10.48.19.3,10.48.19.3,FOC27137DPC,None,None,None,None,None,None,None,admin
1482,TruongThi,THA,10.48.20.1,10.48.20.1,FHK11211170,None,None,None,None,2014-10-31,2016-10-31,None,admin
1483,TruongThi,THA,10.48.20.2,10.48.20.2,FOC1451X39J,None,None,None,None,2015-10-31,2019-10-31,None,admin
1484,TruongThi,THA,10.48.20.11,10.48.20.11,FOC270905H7,2023-06-20,2024-06-19,None,None,None,None,2023-08-26,admin
1485,TruongThi,THA,10.48.20.12,10.48.20.12,FOC270905FK,2023-06-20,2024-06-19,None,None,None,None,2023-08-26,admin
1486,TruongThi,THA,10.48.20.13,10.48.20.13,FOC270905BX,2023-06-20,2024-06-19,None,None,None,None,2023-08-26,admin
1487,CamGiang,HDG,10.40.89.1,10.40.89.1,FHK12362AW1,None,None,None,None,2014-10-31,2016-10-31,2009-03-04,admin
1488,CamGiang,HDG,10.40.89.2,10.40.89.2,JAE26431BBE,2023-05-01,2024-05-01,None,None,None,None,None,admin
1489,CamGiang,HDG,10.40.89.3,10.40.89.3,FCW2127A2GE,None,None,None,None,2023-10-31,2027-10-31,None,admin
1490,CamGiang,HDG,10.40.89.4,10.40.89.4,FOC1945W2A0,None,None,None,None,2022-10-31,2026-10-31,None,admin
1491,LeThanhNghi,HDG,10.40.90.1,10.40.90.1,FGL1533249Z,None,None,None,None,2019-09-29,2023-09-30,2011-10-08,admin
1492,LeThanhNghi,HDG,10.40.90.2,10.40.90.2,FOC1451X36L,None,None,None,None,2015-10-31,2019-10-31,None,admin
1493,LeThanhNghi,HDG,10.40.90.3,10.40.90.3,FOC2202T3G4,None,None,None,None,2023-10-31,2027-10-31,None,admin
1494,LeThanhNghi,HDG,10.40.90.5,10.40.90.5,FCW1903A2X7,None,None,None,None,2022-10-31,2026-10-31,None,admin
1495,ChiLinh,HDG,10.40.91.1,10.40.91.1,FGL2711L8RF,2023-06-20,2024-06-19,None,None,None,None,2023-09-09,admin
1496,ChiLinh,HDG,10.40.91.2,10.40.91.2,FOC27012QKU,2023-06-20,2024-06-19,None,None,None,None,2023-09-09,admin
1497,ChiLinh,HDG,10.40.91.3,10.40.91.3,FOC2709057E,2023-06-20,2024-06-19,None,None,None,None,2023-09-09,admin
1498,ChiLinh,HDG,10.40.91.4,10.40.91.4,FOC2709052Z,2023-06-20,2024-06-19,None,None,None,None,2023-09-09,admin
1499,KienAn,HPG,10.40.20.1,10.40.20.1,FGL171321N3,None,None,None,None,2019-09-29,2023-09-30,2020-08-31,admin
1500,KienAn,HPG,10.40.20.2,10.40.20.2,JAE26431BMP,2023-05-01,2024-05-01,None,None,None,None,None,admin
1501,LachTray,HPG,10.40.19.1,10.40.19.1,FHK104813LM,None,None,None,None,2014-10-31,2016-10-31,2013-11-30,admin
1502,LachTray,HPG,10.40.19.2,10.40.19.2,FCW2202B254,None,None,None,None,2023-10-31,2027-10-31,None,admin
1503,LachTray,HPG,10.40.19.3,10.40.19.3,FCW2145A1K5,None,None,None,None,2023-10-31,2027-10-31,None,admin
1504,LeChan,HPG,10.40.17.1,10.40.17.1,FGL1708207U,None,None,None,None,2019-09-29,2023-09-30,2013-12-17,admin
1505,LeChan,HPG,10.40.17.2,10.40.17.2,FOC1935S12S,None,None,None,None,2022-10-31,2026-10-31,None,admin
1506,LeChan,HPG,10.40.17.3,10.40.17.3,FOC1945W76D,None,None,None,None,2022-10-31,2026-10-31,None,admin
1507,NgaSau,HPG,10.40.18.1,10.40.18.1,FGL1708207T,None,None,None,None,2019-09-29,2023-09-30,2020-08-31,admin
1508,NgaSau,HPG,10.40.18.2,10.40.18.2,FCQ1644X28X,None,None,None,None,2015-10-31,2019-10-31,None,admin
1509,NgaSau,HPG,10.40.18.9,10.40.18.9,FOC2220T70H,None,None,None,None,2023-10-31,2027-10-31,None,admin
1510,NgaSau,HPG,10.40.18.11,10.40.18.11,FOC2202T3AR,None,None,None,None,2023-10-31,2027-10-31,None,admin
1511,NgaSau,HPG,10.40.18.3,10.40.18.3,FOC270905AJ,2023-07-06,2024-06-06,None,None,None,None,2023-07-29,admin
1512,NgaSau,HPG,10.40.18.7,10.40.18.7,FOC2709051Q,2023-07-06,2024-06-06,None,None,None,None,2023-07-29,admin
1513,NgaSau,HPG,10.40.18.5,10.40.18.5,FOC270905D1,2023-07-06,2024-06-06,None,None,None,None,2023-07-29,admin
1514,NgaSau,HPG,10.40.18.4,10.40.18.4,FOC27012L9J,2023-07-06,2024-06-06,None,None,None,None,2023-07-29,admin
1515,NgaSau,HPG,10.40.18.8,10.40.18.8,FOC2709058H,2023-07-06,2024-06-06,None,None,None,None,2023-07-29,admin
1516,QuangTrung,HPG,10.40.21.1,10.40.21.1,FGL1708207W,None,None,None,None,2019-09-29,2023-09-30,2008-09-30,admin
1517,QuangTrung,HPG,10.40.21.2,10.40.21.2,JAE26431CW1,2023-05-01,2024-05-01,None,None,None,None,None,admin
1518,QuangTrung,HPG,10.40.21.11,10.40.21.11,FOC27012HLQ,2023-10-08,2024-09-08,None,None,None,None,None,admin
1519,QuangTrung,HPG,10.40.21.3,10.40.21.3,FCW2127A2HM,None,None,None,None,2023-10-31,2027-10-31,None,admin
1520,ThuyNguyen,HPG,10.40.22.1,10.40.22.1,FGL1629257V,None,None,None,None,2019-09-29,2023-09-30,2013-06-10,admin
1521,ThuyNguyen,HPG,10.40.22.2,10.40.22.2,FCW2127A2JT,None,None,None,None,2023-10-31,2027-10-31,None,admin
1522,ThuyNguyen,HPG,10.40.22.3,10.40.22.3,FOC2709051J,2023-07-07,2024-06-07,None,None,None,None,2023-09-16,admin
1523,ThuyNguyen,HPG,10.40.26.1,10.40.26.1,FGL153324AS,None,None,None,None,2019-09-29,2023-09-30,2013-06-10,admin
1524,NguyenHan,HPG,10.40.26.2,10.40.26.2,FOC1945W27K,None,None,None,None,2015-10-31,2019-10-31,None,admin
1525,TruongChinh,HPG,10.40.25.1,10.40.25.1,FHK1434745B,None,None,None,None,2014-10-31,2016-10-31,2013-06-10,admin
1526,TruongChinh,HPG,10.40.25.2,10.40.25.2,JAE26431A0N,2023-05-01,2024-05-01,None,None,None,None,None,admin
1527,TruongChinh,HPG,10.40.25.3,10.40.25.3,FOC2018W04D,None,None,None,None,2022-10-31,2026-10-31,None,admin
1528,TruongChinh,HPG,10.40.25.5,10.40.25.5,FOC1945W28V,None,None,None,None,2022-10-31,2026-10-31,None,admin
1529,CamPha,QNH,10.40.41.1,10.40.41.1,FHK104813LH,None,None,None,None,2014-10-31,2016-10-31,None,admin
1530,CamPha,QNH,10.40.41.2,10.40.41.2,FCW2127A2G8,None,None,None,None,2023-10-31,2027-10-31,None,admin
1531,MongCai,QNH,10.40.42.1,10.40.42.1,FGL151520R1,None,None,None,None,2019-09-29,2023-09-30,2011-04-23,admin
1532,MongCai,QNH,10.40.42.3,10.40.42.3,FCW2145A1LQ,None,None,None,None,2023-10-31,2027-10-31,None,admin
1533,MongCai,QNH,10.40.42.5,10.40.42.5,FCW2127A2FT,None,None,None,None,2023-10-31,2027-10-31,None,admin
1534,UongBi,QNH,10.40.43.1,10.40.43.1,FGL153324AQ,None,None,None,None,2019-09-29,2023-09-30,None,admin
1535,UongBi,QNH,10.40.43.2,10.40.43.2,FOC1451X36E,None,None,None,None,2015-10-31,2019-10-31,None,admin
1536,UongBi,QNH,10.40.43.3,10.40.43.3,FCW2028A7AX,None,None,None,None,2022-10-31,2026-10-31,None,admin
1537,HongHa,QNH,10.40.44.1,10.40.44.1,FGL2644M6TB,None,None,None,None,None,None,2023-12-23,admin
1538,HongHa,QNH,10.40.44.2,10.40.44.2,FCQ1616Y7UT,None,None,None,None,2015-10-31,2019-10-31,None,admin
1539,KyBa,TBH,10.40.106.1,10.40.106.1,FGL153327GL,None,None,None,None,2019-09-29,2023-09-30,2020-08-31,admin
1540,KyBa,TBH,10.40.106.2,10.40.106.2,FOC1451V3HC,None,None,None,None,2015-10-31,2019-10-31,None,admin
1541,KyBa,TBH,10.40.106.8,10.40.106.8,FCW2051A3JA,None,None,None,None,2022-10-31,2026-10-31,None,admin
1542,KyBa,TBH,10.40.106.5,10.40.106.5,FOC270905BY,2023-07-07,2024-06-07,None,None,None,None,2023-06-28,admin
1543,TranLam,TBH,10.40.105.1,10.40.105.1,FGL171321NM,None,None,None,None,2019-09-29,2023-09-30,2016-08-17,admin
1544,TranLam,TBH,10.40.105.2,10.40.105.2,FOC1451Z0V0,None,None,None,None,2015-10-31,2019-10-31,None,admin
1545,TranLam,TBH,10.40.105.10,10.40.105.10,FOC2040Y2GZ,None,None,None,None,2022-10-31,2026-10-31,None,admin
1546,TranPhu,TBH,10.40.103.1,10.40.103.1,FGL151520R2,None,None,None,None,2019-09-29,2023-09-30,2011-01-19,admin
1547,TranPhu,TBH,10.40.103.2,10.40.103.2,JAE26431C8G,2023-05-01,2024-05-01,None,None,None,None,None,admin
1548,TranPhu,TBH,10.40.103.5,10.40.103.5,FOC2002W3TQ,None,None,None,None,2022-10-31,2026-10-31,None,admin
1549,TranPhu,TBH,10.40.103.4,10.40.103.4,FOC2146Y6Q4,None,None,None,None,2022-10-31,2026-10-31,None,admin
1550,HiepHoa,BGG,10.40.58.1,10.40.58.1,FGL2644MFEN,2023-07-28,2024-07-27,None,None,None,None,2023-12-08,admin
1551,HiepHoa,BGG,10.40.58.2,10.40.58.2,FOC1822Y1NL,None,None,None,None,2015-10-31,2019-10-31,None,admin
1552,HiepHoa,BGG,10.40.58.3,10.40.58.3,FCQ1536Z4HX,None,None,None,None,2015-10-31,2019-10-31,None,admin
1553,HiepHoa,BGG,10.40.58.8,10.40.58.8,FCW2127A2GC,None,None,None,None,2023-10-31,2027-10-31,None,admin
1554,LeLoi,BGG,10.40.59.1,10.40.59.1,FHK144576Q8,None,None,None,None,2014-10-31,2016-10-31,2011-05-30,admin
1555,LeLoi,BGG,10.40.59.3,10.40.59.3,FCW2127A2GM,None,None,None,None,2023-10-31,2027-10-31,None,admin
1556,LeLoi,BGG,10.40.59.2,10.40.59.2,FOC270905FP,2023-12-07,2024-11-07,None,None,None,None,2023-07-27,admin
1557,NgoGiaTu,BGG,10.40.57.1,10.40.57.1, FGL211120AC     ,None,None,None,None,2019-09-29,2023-09-30,2013-11-30,admin
1558,NgoGiaTu,BGG,10.40.57.2,10.40.57.2,FOC27181ZD5,2023-07-07,2024-06-07,None,None,None,None,2023-08-26,admin
1559,NgoGiaTu,BGG,10.40.57.4,10.40.57.4,FOC1242U3V2,None,None,None,None,2015-10-31,2019-10-31,2023-08-26,admin
1560,NgoGiaTu,BGG,10.40.57.3,10.40.57.3,FOC1950Y1KK,None,None,None,None,2022-10-31,2026-10-31,None,admin
1561,NgoGiaTu,BGG,10.40.57.5,10.40.57.5,FCW2127A2G0,None,None,None,None,2023-10-31,2027-10-31,None,admin
1562,NgoGiaTu,BGG,10.40.57.8,10.40.57.8,FDO14020L0M,None,None,None,None,2013-07-04,2015-07-31,2023-08-26,admin
1563,HoangVanThu,NDH,10.40.76.1,10.40.76.1,FGL153324AW,None,None,None,None,2019-09-29,2023-09-30,2020-08-31,admin
1564,HoangVanThu,NDH,10.40.76.2,10.40.76.2,FCQ1538Z1D7,None,None,None,None,2015-10-31,2019-10-31,None,admin
1565,HoangVanThu,NDH,10.40.76.3,10.40.76.3,FCW2051A3DN,None,None,None,None,2022-10-31,2026-10-31,None,admin
1566,LacQuan,NDH,10.40.73.1,10.40.73.1,FGL23109197,None,None,None,None,2025-08-31,2028-11-30,None,admin
1567,LacQuan,NDH,10.40.73.2,10.40.73.2,JAE26431CT1,2023-05-01,2024-05-01,None,None,None,None,None,admin
1568,LacQuan,NDH,10.40.73.3,10.40.73.3,FCW2145A1J3,None,None,None,None,2023-10-31,2027-10-31,None,admin
1569,YYen,NDH,10.40.75.1,10.40.75.1,FGL153324A4,None,None,None,None,2019-09-29,2023-09-30,2020-08-31,admin
1570,YYen,NDH,10.40.75.2,10.40.75.2,FOC1451V3ND,None,None,None,None,2015-10-31,2019-10-31,None,admin
1571,YYen,NDH,10.40.75.3,10.40.75.3,FOC2031Z1M1,None,None,None,None,2022-10-31,2026-10-31,None,admin
1572,QueVo,BNH,10.44.68.1,10.44.68.1,FGL2711L8RD,2023-06-27,2024-06-26,None,None,None,None,2023-09-09,admin
1573,QueVo,BNH,10.44.68.2,10.44.68.2,FOC27012RFS,None,None,None,None,None,None,2023-09-09,admin
1574,QueVo,BNH,10.44.68.3,10.44.68.3,FOC2709051H,None,None,None,None,None,None,2023-09-09,admin
1575,QueVo,BNH,10.44.68.4,10.44.68.4,FOC2709052J,2023-06-27,2024-06-26,None,None,None,None,2023-09-09,admin
1576,SongDa,HBH,10.44.81.1,10.44.81.1,FGL152224CF,None,None,None,None,2019-09-29,2023-09-30,2013-06-10,admin
1577,SongDa,HBH,10.44.81.3,10.44.81.3,FOC1450X2XS,None,None,None,None,2015-10-31,2019-10-31,None,admin
1578,SongDa,HBH,10.44.81.4,10.44.81.4,FCW2145A1MF,None,None,None,None,2023-10-31,2027-10-31,None,admin
1579,SongDa,HBH,10.44.81.5,10.44.81.5,FCW2028A7AK,None,None,None,None,2022-10-31,2026-10-31,None,admin
1580,DienBien,HYN,10.44.83.1,10.44.83.1,FGL2414LPAA,None,None,None,None,2025-08-31,2028-11-30,None,admin
1581,DienBien,HYN,10.44.83.2,10.44.83.2,JAE26171Z1F,None,None,None,None,None,None,None,admin
1582,DienBien,HYN,10.44.83.3,10.44.83.3,JAE26171XNK,None,None,None,None,None,None,None,admin
