,device_branch,device_province,device_name,device_ip,device_serial_number,start_ma_date,end_ma_date,start_license_date,end_license_date,end_sw_support_date,end_hw_support_date,start_used_date,user_created
1964,SaiGon,MN,10.100.20.16,10.100.20.16,FCQ1616X291,None,None,None,None,2015-10-31,2019-10-31,None,admin
1965,SaiGon,MN,10.100.20.22,10.100.20.22,FOC1949Z422,None,None,None,None,2022-10-31,2026-10-31,None,admin
1966,SaiGon,MN,10.100.20.20,10.100.20.20,FCQ1616X28G,None,None,None,None,2015-10-31,2019-10-31,None,admin
1967,SaiGon,MN,10.100.20.40,10.100.20.40,FOC2239T4D3,None,None,None,None,2023-10-31,2027-10-31,None,admin
1968,SaiGon,MN,10.100.11.2,10.100.11.2,NA7,None,None,None,None,2014-12-17,2014-12-17,None,admin
1969,SaiGon,MN,10.100.21.2,10.100.21.2,FCQ1623X29X,None,None,None,None,2015-10-31,2019-10-31,None,admin
1970,SaiGon,MN,10.100.20.7,10.100.20.7,FOC1810S1TZ,None,None,None,None,2016-05-11,2020-11-30,None,admin
1971,SaiGon,MN,10.100.20.3,10.100.20.3,FHK0851Z045,None,None,None,None,2011-12-30,2011-12-30,None,admin
1972,SaiGon,MN,10.100.20.17,10.100.20.17,FOC1222V739,None,None,None,None,2015-10-31,2019-10-31,None,admin
1973,SaiGon,MN,10.100.20.18,10.100.20.18,FOC2134Y28S,None,None,None,None,2022-10-31,2026-10-31,None,admin
1974,SaiGon,MN,10.100.20.24,10.100.20.24,FOC1222V75M,None,None,None,None,2015-10-31,2019-10-31,None,admin
1975,SaiGon,MN,10.100.20.27,10.100.20.27,FOC1127Y4A9,None,None,None,None,2015-10-31,2019-10-31,None,admin
1976,SaiGon,MN,10.100.20.28,10.100.20.28,FOC1920Y4MX,None,None,None,None,2022-10-31,2026-10-31,None,admin
1977,SaiGon,MN,10.100.20.35,10.100.20.35,FOC1945W28P,None,None,None,None,2022-10-31,2026-10-31,None,admin
1978,SaiGon,MN,10.100.20.30,10.100.20.30,FOC1251W5ZG,None,None,None,None,2015-10-31,2019-10-31,None,admin
1979,SaiGon,MN,10.100.21.3,10.100.21.3,FCW2028A77Y,None,None,None,None,2022-10-31,2026-10-31,None,admin
1980,SaiGon,MN,10.100.21.4,10.100.21.4,FOC1945W28K,None,None,None,None,2022-10-31,2026-10-31,None,admin
1981,SaiGon,MN,10.100.21.8,10.100.21.8,FCW1933B394,None,None,None,None,2023-10-31,2027-10-31,None,admin
1982,ToHienThanh,MN,10.100.200.1,10.100.200.1,FGL2711L8RM,2023-07-07,2024-06-07,None,None,None,None,2023-07-01,admin
1983,ToHienThanh,MN,10.100.200.2,10.100.200.2,FOC270905AE,2023-07-07,2024-06-07,None,None,None,None,2023-07-01,admin
1984,ToHienThanh,MN,10.100.200.10,10.100.200.10,FOC27012R75,2023-07-07,2024-06-07,None,None,None,None,2023-07-01,admin
1985,ToHienThanh,MN,10.100.200.9,10.100.200.9,FOC2709057Z,2023-07-07,2024-06-07,None,None,None,None,2023-07-01,admin
1986,ToHienThanh,MN,10.100.200.8,10.100.200.8,FOC27012GF9,2023-07-07,2024-06-07,None,None,None,None,2023-07-01,admin
1987,ToHienThanh,MN,10.100.200.7,10.100.200.7,FOC2709058R,2023-07-07,2024-06-07,None,None,None,None,2023-07-01,admin
1988,ToHienThanh,MN,10.100.200.6,10.100.200.6, FOC270905GD,None,None,None,None,None,None,2023-07-01,admin
1989,ToHienThanh,MN,10.100.200.5,10.100.200.5,FOC27090535,2023-07-07,2024-06-07,None,None,None,None,2023-07-01,admin
1990,ToHienThanh,MN,10.100.200.13,10.100.200.13,FOC270905F6,2023-07-07,2024-06-07,None,None,None,None,2023-07-01,admin
1991,ToHienThanh,MN,10.100.200.4,10.100.200.4,FOC27090531,2023-07-07,2024-06-07,None,None,None,None,2023-07-01,admin
1992,ToHienThanh,MN,10.100.200.3,10.100.200.3,FOC27012MHZ,2023-07-07,2024-06-07,None,None,None,None,2023-07-01,admin
1993,ToHienThanh,MN,10.100.200.11,10.100.200.11,FOC270905E2,2023-07-07,2024-06-07,None,None,None,None,2023-07-01,admin
1994,ToHienThanh,MN,10.100.200.12,10.100.200.12,FOC27012NM4,2023-07-07,2024-06-07,None,None,None,None,2023-07-01,admin
1995,PhuMyHung,MN,10.100.46.1,10.100.46.1,FGL170225NB,None,None,None,None,2019-09-29,2023-09-30,None,admin
1996,PhuMyHung,MN,10.100.46.13,10.100.46.13,FCQ1644Y2SM,None,None,None,None,2015-10-31,2019-10-31,None,admin
1997,PhuMyHung,MN,10.100.46.18,10.100.46.18,FOC271820KZ,None,None,None,None,None,None,None,admin
1998,PhuMyHung,MN,10.100.46.17,10.100.46.17,FOC27181ZML,None,None,None,None,None,None,None,admin
1999,PhuMyHung,MN,10.100.46.4,10.100.46.4,FOC27423NJ0,None,None,None,None,None,None,None,admin
2000,PhuMyHung,MN,10.100.46.2,10.100.46.2,FOC1113U0SL,None,None,None,None,2014-12-17,2014-12-17,None,admin
2001,PhuMyHung,MN,10.100.46.3,10.100.46.3,FCQ1712Y3KG,None,None,None,None,2015-10-31,2019-10-31,None,admin
2002,PhuMyHung,MN,10.100.46.11,10.100.46.11,FCW2237B1AS,None,None,None,None,2023-10-31,2027-10-31,None,admin
2003,DongThap,MN,10.104.73.1,10.104.73.1,FGL1533249X,None,None,None,None,2019-09-29,2023-09-30,2011-12-08,admin
2004,DongThap,MN,10.104.73.2,10.104.73.2,JAE26431C41,None,None,None,None,None,None,None,admin
2005,DongThap,MN,10.104.73.17,10.104.73.17,FOC1949Z41H,None,None,None,None,2022-10-31,2026-10-31,None,admin
2006,DongThap,MN,10.104.73.19,10.104.73.19,FCQ1649Y3TV,None,None,None,None,2015-10-31,2019-10-31,None,admin
2007,SaDec,MN,10.104.74.1,10.104.74.1,FDO2335M2EV,None,None,None,None,2025-08-31,2028-11-30,2020-12-18,admin
2008,SaDec,MN,10.104.74.2,10.104.74.2,FCQ1641X4ZB,None,None,None,None,2015-10-31,2019-10-31,None,admin
2009,SaDec,MN,10.104.74.3,10.104.74.3,FCQ1645X0HT,None,None,None,None,2015-10-31,2019-10-31,None,admin
2010,PhanVanTri,MN,10.100.154.1,10.100.154.1,FGL190726SE,None,None,None,None,2019-09-29,2023-09-30,None,admin
2011,PhanVanTri,MN,10.100.154.2,10.100.154.2,FOC1614X217,None,None,None,None,2016-05-11,2020-11-30,None,admin
2012,TanHung,MN,10.100.58.1,10.100.58.1,FHK142173QE,None,None,None,None,2014-10-31,2016-10-31,None,admin
2013,TanHung,MN,10.100.58.5,10.100.58.5,FOC2021W5DG,None,None,None,None,2022-10-31,2026-10-31,None,admin
2014,TanHung,MN,10.100.58.2,10.100.58.2,FOC1409V772,None,None,None,None,2014-12-17,2014-12-17,None,admin
2015,BenTre,MN,10.104.80.1,10.104.80.1,FDO2413A00H,None,None,None,None,2025-08-31,2028-11-30,None,admin
2016,BenTre,MN,10.104.80.2,10.104.80.2,JAE26431BFR,2023-05-01,2024-05-01,None,None,None,None,None,admin
2017,BenTre,MN,10.104.80.3,10.104.80.3,FOC1117Z6QC,None,None,None,None,2015-10-31,2019-10-31,None,admin
2018,NinhThuan,MN,10.104.82.1,10.104.82.1,FGL2711L8SC,2023-06-07,2024-05-07,None,None,None,None,None,admin
2019,NinhThuan,MN,10.104.82.2,10.104.82.2,FOC2336T0AJ,None,None,None,None,2023-10-31,2027-10-31,None,admin
2020,NinhThuan,MN,10.104.82.3,10.104.82.3,FOC2336T06C,None,None,None,None,2023-10-31,2027-10-31,None,admin
2021,NinhThuan,MN,10.104.82.4,10.104.82.4,FOC2402L7AS,None,None,None,None,2023-10-31,2027-10-31,None,admin
2022,NinhThuan,MN,10.104.82.5,10.104.82.5,FOC2402L7TK,None,None,None,None,2023-10-31,2027-10-31,None,admin
2023,SocTrang,MN,10.104.84.1,10.104.84.1,FGL2711L8SV,2023-06-07,2024-05-07,None,None,None,None,None,admin
2024,SocTrang,MN,10.104.84.2,10.104.84.2,FOC2402L7RC,None,None,None,None,2023-10-31,2027-10-31,None,admin
2025,SocTrang,MN,10.104.84.3,10.104.84.3,FOC2336Y0QH,None,None,None,None,2023-10-31,2027-10-31,None,admin
2026,SocTrang,MN,10.104.84.4,10.104.84.4,FOC2336Y0Q4,None,None,None,None,2023-10-31,2027-10-31,None,admin
2027,VungTau,MN,10.108.49.1,10.108.49.1,FHK1438729U,None,None,None,None,2014-10-31,2016-10-31,2010-12-29,admin
2028,VungTau,MN,10.108.49.3,10.108.49.3,JAE26431CPR,2023-05-01,2024-05-01,None,None,None,None,None,admin
2029,VungTau,MN,10.108.49.62,10.108.49.62,FCW2028A77A,None,None,None,None,2022-10-31,2026-10-31,None,admin
2030,VungTau,MN,10.108.49.63,10.108.49.63,FCW2028A73S,None,None,None,None,2022-10-31,2026-10-31,None,admin
2031,VungTau,MN,10.108.49.4,10.108.49.4,JAE250504UA,None,None,None,None,None,None,None,admin
2032,BaRia,MN,10.108.51.1,10.108.51.1,FDO2146A2NQ,None,None,None,None,2025-08-31,2028-11-30,2017-10-16,admin
2033,BaRia,MN,10.108.51.2,10.108.51.2,JAE26431CK4,2023-05-01,2024-05-01,None,None,None,None,None,admin
2034,BaRia,MN,10.108.51.3,10.108.51.3,FCW2028A71N,None,None,None,None,2022-10-31,2026-10-31,None,admin
2035,PhuQuoc,MN,10.104.26.1,10.104.26.1,FGL2711L8ST,None,None,None,None,None,None,2023-06-26,admin
2036,PhuQuoc,MN,10.104.26.2,10.104.26.2,FOC2205T2S4,None,None,None,None,2023-10-31,2027-10-31,None,admin
2037,TayNinh,MN,10.104.33.1,10.104.33.1,FDO2222A0Y5,None,None,None,None,2025-08-31,2028-11-30,None,admin
2038,TayNinh,MN,10.104.33.2,10.104.33.2,FCQ1644X28N,None,None,None,None,2015-10-31,2019-10-31,None,admin
2039,TayNinh,MN,10.104.33.3,10.104.33.3,FOC2146T7DQ,None,None,None,None,2023-10-31,2027-10-31,None,admin
2040,TayNinh,MN,10.104.33.14,10.104.33.14,FOC2146T7BP,None,None,None,None,2023-10-31,2027-10-31,None,admin
2041,BenLuc,MN,10.104.49.1,10.104.49.1,FHK14267188,None,None,None,None,2014-10-31,2016-10-31,None,admin
2042,BenLuc,MN,10.104.49.2,10.104.49.2,FCQ1647X5MN,None,None,None,None,2015-10-31,2019-10-31,None,admin
2043,BenLuc,MN,10.104.49.4,10.104.49.4,FOC2205Y22Q,None,None,None,None,2022-10-31,2026-10-31,None,admin
2044,BenLuc,MN,10.104.49.3,10.104.49.3,FOC1937Z2QB,None,None,None,None,2022-10-31,2026-10-31,None,admin
2045,LongAn,MN,10.104.41.1,10.104.41.1,FGL1605242A,None,None,None,None,2019-09-29,2023-09-30,None,admin
2046,LongAn,MN,10.104.41.12,10.104.41.12,JAE26431AV5,2023-05-01,2024-05-01,None,None,None,None,None,admin
2047,LongAn,MN,10.104.41.11,10.104.41.11,FCW2127A2JN,None,None,None,None,2023-10-31,2027-10-31,None,admin
2048,LongAn,MN,10.104.41.4,10.104.41.4,FCW2216A47R,None,None,None,None,2022-10-31,2026-10-31,None,admin
2049,LongAn,MN,10.104.41.5,10.104.41.5,FCW2013A26A,None,None,None,None,2022-10-31,2026-10-31,None,admin
2050,LongAn,MN,10.104.41.3,10.104.41.3,FCQ1642Y4WQ,None,None,None,None,2015-10-31,2019-10-31,None,admin
2051,DongNai,MN,10.108.10.1,10.108.10.1,FHK14367299,None,None,None,None,2014-10-31,2016-10-31,2013-06-10,admin
2052,DongNai,MN,10.108.10.2,10.108.10.2,JAE26431CEL,2023-05-01,2024-05-01,None,None,None,None,None,admin
2053,DongNai,MN,10.108.10.14,10.108.10.14,FCQ1706X252,None,None,None,None,2015-10-31,2019-10-31,None,admin
2054,DongNai,MN,10.108.10.15,10.108.10.15,FCQ1538Z1BS,None,None,None,None,2015-10-31,2019-10-31,None,admin
2055,DongNai,MN,10.108.10.3,10.108.10.3,FOC2205Y22T,None,None,None,None,2022-10-31,2026-10-31,2023-12-04,admin
2056,DongNai,MN,10.108.10.4,10.108.10.4,FCW2028A7AP,None,None,None,None,2022-10-31,2026-10-31,2023-12-04,admin
2057,DongNai,MN,10.108.10.17,10.108.10.17,FCQ1726Y00D,None,None,None,None,2015-10-31,2019-10-31,None,admin
2058,TamHoa,MN,10.108.18.1,10.108.18.1,FGL154524JA,None,None,None,None,2019-09-29,2023-09-30,2020-08-31,admin
2059,TamHoa,MN,10.108.18.2,10.108.18.2,FOC2239T4RL,None,None,None,None,2023-10-31,2027-10-31,None,admin
2060,TamHoa,MN,10.108.18.3,10.108.18.3,FCQ1520Y5BL,None,None,None,None,2015-10-31,2019-10-31,None,admin
2061,HoNai,MN,10.108.17.1,10.108.17.1,FGL2644M6NE,None,None,None,None,None,None,2023-12-16,admin
2062,HoNai,MN,10.108.17.4,10.108.17.4,FCQ1706X24U,None,None,None,None,2015-10-31,2019-10-31,None,admin
2063,HoNai,MN,10.108.17.3,10.108.17.3,FOC2137Y372,None,None,None,None,2022-10-31,2026-10-31,None,admin
2064,HoNai,MN,10.108.17.5,10.108.17.5,FOC1948W44G,None,None,None,None,2022-10-31,2026-10-31,None,admin
2065,HoNai,MN,10.108.17.7,10.108.17.7,FOC27012RFP,None,None,None,None,2022-10-31,2026-10-31,2023-12-16,admin
2066,HoNai,MN,10.108.17.8,10.108.17.8,FOC271820NE,None,None,None,None,2022-10-31,2026-10-31,2023-12-16,admin
2067,HoNai,MN,10.108.17.9,10.108.17.9,FOC271068LY,None,None,None,None,2022-10-31,2026-10-31,2023-12-16,admin
2068,HoNai,MN,10.108.17.10,10.108.17.10,FOC27181ZNQ,None,None,None,None,2022-10-31,2026-10-31,2023-12-16,admin
2069,HoNai,MN,10.108.17.11,10.108.17.11,FOC2709058Z,None,None,None,None,2022-10-31,2026-10-31,2023-12-16,admin
2070,CanTho,MN,10.104.10.1,10.104.10.1,FHK1001F0K9,None,None,None,None,2015-03-21,2019-03-31,2013-11-30,admin
2071,CanTho,MN,10.104.10.4,10.104.10.4,JAE26431CUK,2023-05-01,2024-05-01,None,None,None,None,None,admin
2072,CanTho,MN,10.104.10.8,10.104.10.8,JAE2505066C,2023-05-01,2024-05-01,None,None,None,None,None,admin
2073,CanTho,MN,10.104.10.3,10.104.10.3,FOC1028X297,None,None,None,None,2015-10-31,2019-10-31,None,admin
2074,CanTho,MN,10.104.10.2,10.104.10.2,FOC1233V26K,None,None,None,None,2015-10-31,2019-10-31,None,admin
2075,CanTho,MN,10.104.10.7,10.104.10.7,FCQ1642Y4WZ,None,None,None,None,2015-10-31,2019-10-31,None,admin
2076,NinhKieu,MN,10.104.19.1,10.104.19.1,FGL152224CH,None,None,None,None,2019-09-29,2023-09-30,None,admin
2077,NinhKieu,MN,10.104.19.3,10.104.19.3,FOC2119Z1N0,None,None,None,None,2022-10-31,2026-10-31,None,admin
2078,NinhKieu,MN,10.104.19.5,10.104.19.5,FOC1949W52H,None,None,None,None,2022-10-31,2026-10-31,None,admin
2079,NinhKieu,MN,10.104.19.2,10.104.19.2,FOC1451X2ZJ,None,None,None,None,2015-10-31,2019-10-31,None,admin
2080,NinhKieu,MN,10.104.19.4,10.104.19.4,FOC2122Z2ED,None,None,None,None,2022-10-31,2026-10-31,None,admin
2081,NinhKieu,MN,10.104.19.7,10.104.19.7,FOC2119Z1KF,None,None,None,None,2022-10-31,2026-10-31,None,admin
2082,BinhThuy,MN,10.104.18.1,10.104.18.1,FHK1108F31E,None,None,None,None,2014-10-31,2016-10-31,None,admin
2083,LyTuTrong,MN,10.104.18.2,10.104.18.2,JAE26431CZJ,2023-05-01,2024-05-01,None,None,None,None,None,admin
2084,LyTuTrong,MN,10.104.18.3,10.104.18.3,FCQ1732X5A0,None,None,None,None,2015-10-31,2019-10-31,None,admin
2085,HocMon,MN,10.100.39.1,10.100.39.1,FDO2222A0M0,None,None,None,None,2025-08-31,2028-11-30,2019-01-15,admin
2086,HocMon,MN,10.100.39.2,10.100.39.2,FOC2239T4DZ,None,None,None,None,2023-10-31,2027-10-31,None,admin
2087,HocMon,MN,10.100.39.3,10.100.39.3,FOC2239T4CX,None,None,None,None,2023-10-31,2027-10-31,None,admin
2088,HocMon,MN,10.100.39.4,10.100.39.4,FCQ1519Z292,None,None,None,None,2015-10-31,2019-10-31,None,admin
2089,BinhThuan,MN,10.104.105.1,10.104.105.1,FHK12052AC8,None,None,None,None,2014-10-31,2016-10-31,2008-09-26,admin
2090,BinhThuan,MN,10.104.105.2,10.104.105.2,JAE26451D1X,2023-05-01,2024-05-01,None,None,None,None,None,admin
2091,BinhThuan,MN,10.104.105.4,10.104.105.4,FCQ1649Y3TE,None,None,None,None,2015-10-31,2019-10-31,None,admin
2092,BinhThuan,MN,10.104.105.5,10.104.105.5,FOC2137Y371,None,None,None,None,2022-10-31,2026-10-31,None,admin
2093,BinhThuan,MN,10.104.105.7,10.104.105.7,FOC1949W55C,None,None,None,None,2022-10-31,2026-10-31,None,admin
2094,LaGI,MN,10.104.113.1,10.104.113.1,FDO2203A1N4,None,None,None,None,2025-08-31,2028-11-30,2018-03-30,admin
2095,LaGI,MN,10.104.113.2,10.104.113.2,FCQ1649Y33F,None,None,None,None,2015-10-31,2019-10-31,None,admin
2096,CaMau,MN,10.108.58.1,10.108.58.1,FGL184312D1,None,None,None,None,2020-09-12,2022-12-31,2015-04-25,admin
2097,CaMau,MN,10.108.58.7,10.108.58.7,JAE26431BMW,2023-05-01,2024-05-01,None,None,None,None,None,admin
2098,CaMau,MN,10.108.58.11,10.108.58.11,FOC2137Y3BT,None,None,None,None,2022-10-31,2026-10-31,None,admin
2099,CaMau,MN,10.108.58.12,10.108.58.12,FOC2137Y3BW,None,None,None,None,2022-10-31,2026-10-31,None,admin
2100,CaMau,MN,10.108.58.13,10.108.58.13,FOC1809Z1DR,None,None,None,None,2022-10-31,2026-10-31,None,admin
2101,SaiGon,MN,10.100.96.1,10.100.96.1,FGL1834231J,None,None,None,None,2019-09-29,2023-09-30,2020-08-31,admin
2102,SaiGon,MN,10.100.96.2,10.100.96.2,FOC1452Z6B4,None,None,None,None,2015-10-31,2019-10-31,None,admin
2103,SaiGon,MN,10.100.96.4,10.100.96.4,FCQ1616Y27R,None,None,None,None,2015-10-31,2019-10-31,None,admin
2104,SaiGon,MN,10.100.96.3,10.100.96.3,FCQ1616X2AT,None,None,None,None,2015-10-31,2019-10-31,None,admin
2105,SaiGon,MN,10.100.96.9,10.100.96.9,FOC2239T4DC,None,None,None,None,2023-10-31,2027-10-31,None,admin
2106,SaiGon,MN,10.100.96.5,10.100.96.5,FOC2021W8LM,None,None,None,None,2022-10-31,2026-10-31,None,admin
2107,SaiGon,MN,10.100.96.7,10.100.96.7,FOC1945W27S,None,None,None,None,2022-10-31,2026-10-31,None,admin
2108,SaiGon,MN,10.100.96.8,10.100.96.8,FOC2239T4U4,None,None,None,None,2023-10-31,2027-10-31,None,admin
2109,SaiGon,MN,10.100.96.10,10.100.96.10,FCW2121A78B,None,None,None,None,2022-10-31,2026-10-31,None,admin
2110,SaiGon,MN,10.100.96.11,10.100.96.11,FCW2028A77N,None,None,None,None,2022-10-31,2026-10-31,None,admin
2111,SaiGon,MN,10.100.96.12,10.100.96.12,FCQ1623X226,None,None,None,None,2015-10-31,2019-10-31,None,admin
2112,SaiGon,MN,10.100.96.14,10.100.96.14,FCW2028A71J,None,None,None,None,2022-10-31,2026-10-31,None,admin
2113,SaiGon,MN,10.100.96.15,10.100.96.15,FCQ1617Y3W7,None,None,None,None,2015-10-31,2019-10-31,None,admin
2114,SaiGon,MN,10.100.96.16,10.100.96.16,FOC1639X1FR,None,None,None,None,2016-11-05,2020-11-30,None,admin
2115,Quan11,MN,10.100.134.1,10.100.134.1,FGL200423VH,None,None,None,None,2019-09-29,2023-09-30,None,admin
2116,Quan11,MN,10.100.134.2,10.100.134.2,JAE26431CH1,2023-05-01,2024-05-01,None,None,None,None,None,admin
2117,Quan11,MN,10.100.134.3,10.100.134.3,JAE26431C94,2023-05-01,2024-05-01,None,None,None,None,None,admin
2118,Quan11,MN,10.100.134.12,10.100.134.12,JAE26431DEG,2023-05-01,2024-05-01,None,None,None,None,None,admin
2119,Quan11,MN,10.100.134.15,10.100.134.15,FCW2028A7A5,None,None,None,None,2022-10-31,2026-10-31,None,admin
2120,Quan11,MN,10.100.134.13,10.100.134.13,FCW2028A78D,None,None,None,None,2022-10-31,2026-10-31,None,admin
2121,Quan11,MN,10.100.134.14,10.100.134.14,FOC2031Z202,None,None,None,None,2022-10-31,2026-10-31,None,admin
2122,Quan11,MN,10.100.134.11,10.100.134.11,FCW1929B1Z4,None,None,None,None,2023-10-31,2027-10-31,None,admin
2123,Quan11,MN,10.100.134.16,10.100.134.16,FOC2108S1EZ,None,None,None,None,2023-10-31,2027-10-31,None,admin
2124,ThaoDien,MN,10.100.153.1,10.100.153.1,FGL2711L8T4,2023-07-06,2024-06-06,None,None,None,None,2023-06-24,admin
2125,ThaoDien,MN,10.100.153.11,10.100.153.11,FOC270905EL,None,None,None,None,None,None,None,admin
2126,ThaoDien,MN,10.100.153.13,10.100.153.13,FOC270905C6,None,None,None,None,None,None,None,admin
2127,ThaoDien,MN,10.100.153.14,10.100.153.14,FOC270905EN,None,None,None,None,None,None,None,admin
2128,ThaoDien,MN,10.100.153.12,10.100.153.12,FOC27012JY9,None,None,None,None,None,None,None,admin
2129,ThaoDien,MN,10.100.153.20,10.100.153.20,FOC270904ZS,None,None,None,None,None,None,None,admin
2130,ThaoDien,MN,10.100.153.2,10.100.153.2,FCQ1616X28J,None,None,None,None,2015-10-31,2019-10-31,None,admin
2131,ThaoDien,MN,10.100.153.3,10.100.153.3,HK0851,2023-07-06,2024-06-06,None,None,None,None,None,admin
2132,ThaoDien,MN,10.100.153.4,10.100.153.4,FOC27012HQP,2023-07-06,2024-06-06,None,None,None,None,None,admin
2133,ThaoDien,MN,10.100.153.5,10.100.153.5,FOC270905D4,2023-07-06,2024-06-06,None,None,None,None,None,admin
2134,DaLat,MN,10.108.65.1,10.108.65.1,FGL2408L33P,None,None,None,None,2025-08-31,2028-11-30,None,admin
2135,DaLat,MN,10.108.65.2,10.108.65.2,JAE26431CE1,2023-05-01,2024-05-01,None,None,None,None,None,admin
2136,DaLat,MN,10.108.65.5,10.108.65.5,FCW2216A4C2,None,None,None,None,2022-10-31,2026-10-31,None,admin
2137,DaLat,MN,10.108.65.3,10.108.65.3,FOC1949W52P,None,None,None,None,2022-10-31,2026-10-31,None,admin
2138,DaLat,MN,10.108.65.8,10.108.65.8,FCW2216A434,None,None,None,None,2022-10-31,2026-10-31,None,admin
2139,DaLat,MN,10.108.65.4,10.108.65.4,FOC1949W556,None,None,None,None,2022-10-31,2026-10-31,None,admin
2140,Quan7,MN,10.100.132.1,10.100.132.1,FGL194821SQ,None,None,None,None,2019-09-29,2023-09-30,2016-06-24,admin
2141,Quan7,MN,10.100.132.2,10.100.132.2,FCW2002A3DK,None,None,None,None,2022-10-31,2026-10-31,None,admin
2142,Quan7,MN,10.100.132.3,10.100.132.3,FOC2003W19W,None,None,None,None,2022-10-31,2026-10-31,None,admin
2143,Quan7,MN,10.100.132.4,10.100.132.4,FOC2239T4DM,None,None,None,None,2023-10-31,2027-10-31,None,admin
2144,Quan7,MN,10.100.132.5,10.100.132.5,FOC2239T4G1,None,None,None,None,2023-10-31,2027-10-31,None,admin
2145,Quan7,MN,10.100.132.18,10.100.132.18,FOC2239T4P8,None,None,None,None,2023-10-31,2027-10-31,None,admin
2146,Quan7,MN,10.100.132.14,10.100.132.14,FOC2239T4JB,None,None,None,None,2023-10-31,2027-10-31,None,admin
2147,Quan7,MN,10.100.132.9,10.100.132.9,FOC2336Y0T3,None,None,None,None,2023-10-31,2027-10-31,None,admin
2148,Quan7,MN,10.100.132.15,10.100.132.15,FCW2216A47N,None,None,None,None,2022-10-31,2026-10-31,None,admin
2149,Quan7,MN,10.100.132.8,10.100.132.8,FOC2336Y0RU,None,None,None,None,2023-10-31,2027-10-31,None,admin
2150,Quan7,MN,10.100.132.7,10.100.132.7,FOC2336Y0S7,None,None,None,None,2023-10-31,2027-10-31,None,admin
2151,PhuocKieng,MN,10.100.155.1,10.100.155.1,FGL2711L8SJ,2023-07-06,2024-06-06,None,None,None,None,2023-06-24,admin
2152,PhuocKieng,MN,10.100.155.2,10.100.155.2,FOC27090581,2023-07-06,2024-06-06,None,None,None,None,None,admin
2153,PhuocKieng,MN,10.100.155.3,10.100.155.3,FOC2709057R,2023-07-06,2024-06-06,None,None,None,None,None,admin
2154,PhuocKieng,MN,10.100.155.4,10.100.155.4,FOC2709057Y,2023-07-06,2024-06-06,None,None,None,None,None,admin
2155,BinhChanh,MN,10.100.61.1,10.100.61.1,FDO2335M2EU,None,None,None,None,2025-08-31,2028-11-30,2019-09-24,admin
2156,BinhChanh,MN,10.100.61.2,10.100.61.2,FOC2021W8L8,None,None,None,None,2022-10-31,2026-10-31,None,admin
2157,BinhChanh,MN,10.100.61.3,10.100.61.3,FOC2021W8LP,None,None,None,None,2022-10-31,2026-10-31,None,admin
2158,GoVap,MN,10.100.78.1,10.100.78.1,FGL171321N6,None,None,None,None,2019-09-29,2023-09-30,None,admin
2159,GoVap,MN,10.100.78.3,10.100.78.3,FCQ1616Y76S,None,None,None,None,2015-10-31,2019-10-31,None,admin
2160,GoVap,MN,10.100.78.2,10.100.78.2,FCQ1616X3WA,None,None,None,None,2015-10-31,2019-10-31,None,admin
2161,GoVap,MN,10.100.78.5,10.100.78.5,FCQ1741Y12Z,None,None,None,None,2015-10-31,2019-10-31,None,admin
2162,GoVap,MN,10.100.78.19,10.100.78.19,FCW1938B2WY,None,None,None,None,2023-10-31,2027-10-31,None,admin
2163,GoVap,MN,10.100.129.10,10.100.129.10,FCW1933B39J,None,None,None,None,2023-10-31,2027-10-31,None,admin
2164,GoVap,MN,10.100.129.15,10.100.129.15,FCW2150B5NH,None,None,None,None,2023-10-31,2027-10-31,None,admin
2165,GoVap,MN,10.100.129.14,10.100.129.14,FOC2149T2VN,None,None,None,None,2023-10-31,2027-10-31,None,admin
2166,GoVap,MN,10.100.129.17,10.100.129.17,FCW1852A0Z9,None,None,None,None,2022-10-31,2026-10-31,None,admin
2167,GoVap,MN,10.100.129.16,10.100.129.16,FCW2212A12N,None,None,None,None,2023-10-31,2027-10-31,None,admin
2168,GoVap,MN,10.100.129.11,10.100.129.11,FCW1817A33R,None,None,None,None,2023-10-31,2027-10-31,None,admin
2169,GoVap,MN,10.100.129.20,10.100.129.20,FOC2129Y4G2,None,None,None,None,2022-10-31,2026-10-31,None,admin
2170,GoVap,MN,10.100.129.13,10.100.129.13,FOC1944W0X8,None,None,None,None,2023-10-31,2027-10-31,None,admin
2171,GoVap,MN,10.100.129.12,10.100.129.12,FOC2002S1KQ,None,None,None,None,2023-10-31,2027-10-31,None,admin
2172,GoVap,MN,10.100.129.19,10.100.129.19,FOC1820S3CP,None,None,None,None,2022-10-31,2026-10-31,None,admin
2173,GoVap,MN,10.100.129.18,10.100.129.18,FCW1852A0Z0,None,None,None,None,2022-10-31,2026-10-31,None,admin
2174,GoVap,MN,10.100.78.20,10.100.78.20,FCW2117B6U0,None,None,None,None,2023-10-31,2027-10-31,None,admin
2175,GoVap,MN,10.100.78.21,10.100.78.21,FOC1740S0X5,None,None,None,None,2023-10-31,2027-10-31,None,admin
2176,GoVap,MN,10.100.78.17,10.100.78.17,FOC1820S3CB,None,None,None,None,2022-10-31,2026-10-31,None,admin
2177,GoVap,MN,10.100.78.16,10.100.78.16,FOC1820S3CC,None,None,None,None,2022-10-31,2026-10-31,None,admin
